source,target,value
"('LOCAL', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'NONE')",oracle fusion middleware,1.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",oracle commerce guided search and experience manager,7.5
"('NETWORK', 'HIGH', 'MULTIPLE_INSTANCES', 'NONE', 'NONE')",oracle mysql,1.7
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",drupal drupal,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",ibm http server,9.0
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'NONE')",redhat enterprise virtualization manager,2.1
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",apache standard taglibs,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",novell opensuse,6.4
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",apache xerces-c,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",canonical ubuntu linux,6.4
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",apache subversion,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",kankun smartsocket,6.8
"('NETWORK', 'HIGH', 'NONE', 'PARTIAL', 'PARTIAL')",openstack compute,5.1
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",ibm websphere application server,8.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",ibm db2,4.0
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'NONE')",ibm tivoli storage flashcopy manager,2.1
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",zend zend framework,6.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",xmlsoft libxml,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",redhat jboss bpm suite,7.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",samsung galaxy s6,6.4
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",theforeman foreman,5.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",fedoraproject fedora,0.0
"('ADJACENT_NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",samsung galaxy s6,2.9
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",schneider electric struxureware building expert mpm,5.0
"('LOCAL', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",openbsd openssh,6.9
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",openbsd openssh,7.2
"('LOCAL', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft malicious software removal tool,6.9
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",ows scald,5.0
"('NETWORK', 'HIGH', 'NONE', 'NONE', 'PARTIAL')",drupaljedi amocrm,2.6
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",drupaldise cms updater,4.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",drupaldise cms updater,4.9
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",microsoft windows rt 8.1,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco asa cx context-aware security software,7.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",cisco spa 501g 8-line ip phone,6.4
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco videoscape delivery system for internet streamer,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",cisco mobility services engine,4.0
"('ADJACENT_NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",cisco adaptive security appliance software,8.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",cisco adaptive security appliance software,7.1
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco adaptive security appliance software,7.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",oracle jdk,4.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'NONE')",oracle database server,4.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",oracle sql trace analyzer,5.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",oracle jd edwards products,4.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",oracle peoplesoft products,3.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",oracle enterprise manager grid control,4.3
"('LOCAL', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",oracle solaris,4.4
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",nibbleblog nibbleblog,6.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",oxide project oxide,6.8
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",ubuntu network-manager,4.6
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",libarchive libarchive,6.4
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",debian debian linux,6.8
"('LOCAL', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",xen xen,6.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",apache groovy,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",sensiolabs symfony,6.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",microsoft windows 7,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",adobe air sdk %26 compiler,5.0
"('ADJACENT_NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",apple iphone os,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",privoxy privoxy,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",kiwix kiwix,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",libssh2 libssh2,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",gnu glibc,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",zfcuser project zfcuser,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",7-zip p7zip,5.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",banner effect header project banner effect header,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",mcafee epolicy orchestrator,4.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",mcafee epolicy orchestrator,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",ektron ektron content management system,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'COMPLETE')",ceragon fiberair ip-10g,7.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",ipass ipass open mobile,9.0
"('LOCAL', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",labtech software labtech,6.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",lenovo thinkserver td350,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",trend micro scanmail,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",lenovo thinkserver td350,4.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",typo3 typo3,3.5
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",roaring penguin remind,0.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",redhat openshift,8.5
"('ADJACENT_NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",apple xcode,3.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",mozilla seamonkey,7.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",mozilla thunderbird,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",mozilla seamonkey,6.8
"('NETWORK', 'HIGH', 'NONE', 'PARTIAL', 'PARTIAL')",linux linux kernel,5.1
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",sap hana web-based development workbench,7.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",sap netweaver java application server,5.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",ge mds pulsenet,0.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",apple mac os x server,0.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",zanematthew zm ajax login %26 register,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",elasticsearch logstash,6.4
"('LOCAL', 'LOW', 'NONE', 'NONE', 'PARTIAL')",gnu parallel,3.6
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",sap content server,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",thoughtbot paperclip,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",bonitasoft bonita bpm portal,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",oracle e-business suite,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",boxautomation c2box,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",oscommerce oscommerce,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",asus rt-g32,6.8
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'NONE')",microsoft windows vista,2.1
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",microsoft windows vista,4.3
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft windows 8.1,7.2
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",microsoft windows 8.1,7.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",zanematthew zm ajax login %26 register,4.3
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",debian dbd-firebird,0.0
"('LOCAL', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",foxitsoftware reader,4.4
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",arj software arj archiver,7.5
"('NETWORK', 'HIGH', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",oracle e-business suite,2.1
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",hotspot express hotex billing manager,4.3
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",mybb mybb,0.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",gnome byzanz,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",perfecto project perfecto,5.8
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",site documentation project site documentation,3.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",og tabs project og tabs,3.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",image title project image title,3.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",sqlite sqlite,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",webform multiple file upload project webform multiple file upload,6.8
"('NETWORK', 'HIGH', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",crumbs project crumbs,2.1
"('NETWORK', 'HIGH', 'NONE', 'NONE', 'NONE')",cisco digital content manager,5.4
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",cisco prime network registrar,7.2
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",wideimage project wideimage,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",libevent project libevent,7.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",emc rsa identity management and governance,3.5
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",hp software update,4.6
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",metalgenix genixcms,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",apple apple tv,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",kallithea kallithea,4.0
"('LOCAL', 'LOW', 'NONE', 'NONE', 'PARTIAL')",redhat kexec-tools,3.6
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",cisco webex meeting center,7.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",apple apple tv,5.0
"('ADJACENT_NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",cisco asr 9922,5.7
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'NONE')",cisco ubr10000 cable modem termination system,6.8
"('LOCAL', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",apple iphone os,1.9
"('NETWORK', 'HIGH', 'NONE', 'NONE', 'NONE')",cisco ubr10000 cable modem termination system,5.4
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",cisco ubr10000 cable modem termination system,5.0
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",hp loadrunner,4.6
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",icsgmbh pactware,4.3
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'NONE')",fortinet fortiauthenticator,4.9
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",views bulk operations project views bulk operations,4.9
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",debian debian linux,8.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",x libxfont,8.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",me aliases project me aliases,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft windows rt 8.1,9.3
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft powerpoint,9.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",microsoft system center operations manager 2012,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",codepeople appointment booking calendar,7.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",cisco unified communications domain manager,6.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'NONE')",cisco catalyst 4510r%2be,6.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'NONE')",cisco nexus 9372tx,6.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",cisco ios xe,7.1
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",cisco unified callmanager,4.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",cisco unified communications domain manager,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",cisco asr 1013,7.1
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",oracle right now service cloud,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",oracle e-business suite,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",content construction kit project content construction kit,5.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",debian unattended-upgrades,6.8
"('LOCAL', 'LOW', 'NONE', 'NONE', 'COMPLETE')",linuxcontainers lxc,4.9
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",linuxcontainers lxc,4.6
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",fusionforge fusionforge,0.0
"('ADJACENT_NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",microsoft windows,5.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",mybb mybb,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",mybb mybb,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'NONE')",openstack compute,6.8
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",redhat jboss enterprise portal platform,4.9
"('LOCAL', 'LOW', 'NONE', 'NONE', 'NONE')",redhat libuser,2.1
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",redhat libuser,7.2
"('LOCAL', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",redhat enterprise linux workstation,6.9
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",linux linux kernel,6.4
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",microsoft windows,6.4
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",ericsson drutt mobile service delivery platform,5.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",zohocorp manageengine admanager plus,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",shibboleth opensaml java,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",openssl openssl,6.4
"('ADJACENT_NETWORK', 'HIGH', 'NONE', 'NONE', 'PARTIAL')",ntp ntp,1.8
"('ADJACENT_NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",ntp ntp,4.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",d-link dsl-2730b,3.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",puppetlabs puppet,6.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",web-dorado spider facebook,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",sysaid sysaid,7.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",dlguard dlguard,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",avinu phpmoadmin,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",google chrome,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",elasticsearch elasticsearch,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",webshophun webshop hun,4.3
"('LOCAL', 'HIGH', 'NONE', 'COMPLETE', 'COMPLETE')",debian debian linux,6.2
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'NONE')",cisco unified communications manager,4.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",mozilla firefox os,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",zohocorp manageengine supportcenter plus,5.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",livelycart livelycart,7.5
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",cisco unified meetingplace web conferencing,0.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'COMPLETE')",i-o data device np-bbrm,7.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",shiromuku bu2 bbs,7.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",hp access control,4.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",hp t5740e,0.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",ibm infosphere master data management server,5.0
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'NONE')",microsoft windows server 2008,2.1
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",pivotal software rabbitmq management,3.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",hp tippingpoint security management system,7.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",hp storage data protector,9.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",synck graphica download log cgi,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",zohocorp manageengine supportcenter plus,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",php php,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",cisco spark,4.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",cisco prime collaboration assurance,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",w1.fi wpa supplicant,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",wp smiley project wp smiley,6.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",w1.fi hostapd,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",juniper srx100,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",juniper junos,9.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",zurmo zurmo crm,3.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",easy2map project easy2map,7.5
"('LOCAL', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",hp mt41 thin client,6.9
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",linux linux kernel,5.0
"('LOCAL', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",ibm infosphere information server,1.9
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'NONE')",mindbite sitefactory cms,7.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",todo filter project todo filter,6.8
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft windows,7.2
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",synology video station,0.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",fedoraproject fedora,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",synology video station,7.5
"('LOCAL', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft windows xp,6.9
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'PARTIAL')",oracle supply chain products suite,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",apple iphone os,7.1
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",microsoft sharepoint server,4.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",administration views project administration views,6.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",mediawiki mediawiki,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",adobe adobe air,5.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",adobe adobe air,0.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",adobe adobe air sdk,8.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",mediawiki scribunto,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cups cups,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",finder project finder,5.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",registration codes project registration codes,6.8
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",mover project mover,3.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",module-signature project module-signature,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",scadaengine bacnet opc server,7.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",taxonomy accordion project taxonomy accordion,3.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",wishlist project wishlist,5.8
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",pacemaker%2fcorosync configuration system project pacemaker%2fcorosync configuration system,4.9
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco content security management appliance,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",opentext secure mft 2014,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",citrix command center,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",citrix command center,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",asus rt-g32,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",metalgenix genixcms,6.8
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",libuv project libuv,0.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",redhat richfaces,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",redhat openstack,4.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco wireless lan controller software,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",cisco jabber,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",cisco identity services engine software,4.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",cisco web security virtual appliance,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",cisco web security virtual appliance,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco webex meeting center,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",cisco email security appliance,6.4
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",codfront labs http strict transport security,6.8
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",vmware horizon view client,7.2
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",mcafee data loss prevention endpoint,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",ab google map travel project ab google map travel,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'NONE')",mcafee data loss prevention endpoint,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",xen xen,7.1
